source,stage,name,description,url,code_url,paper_url,categories,year,license,repo,stars,also_in
biotools,,HyPe,Helps in the identification and classification of novel peptidoglycan hydrolases from complete genomic or metagenomic ORFs.,http://metabiosys.iiserb.ac.in/hype/,,https://doi.org/10.1186/s12864-016-2753-8,Pharmacology; Protein identification; Protein sequence analysis,,,,,
biotools,,HyperBeta,"HyperBeta is a tool for the automatic identification and visualization of beta-structures in molecular dynamics files produced using the MARTINI force field. HyperBeta explots graph theory to identify the beta sheets, and was specifically designed to investigate the emergence of regular structures and patterns in self-assembly polypeptides.",https://github.com/aresio/hyperbeta,https://github.com/aresio/hyperbeta,https://doi.org/10.1038/S41598-021-87087-0,Molecular dynamics; Molecular dynamics; Simulation analysis; Visualisation,,GPL-3.0,aresio/hyperbeta,,
biotools,,HypergraphSynergy,Multi-way relation-enhanced hypergraph representation learning for anti-cancer drug synergy prediction.,https://github.com/liuxuan666/HypergraphSynergy,https://github.com/liuxuan666/HypergraphSynergy,https://doi.org/10.1093/bioinformatics/btac579,Medicinal chemistry; Network analysis; Regression analysis; Small molecule design,,Not licensed,liuxuan666/hypergraphsynergy,,
biotools,,I-TASSER,Best in tertiary structure prediction (as ‘Zhang-Server’) in the community-wide blind benchmarks CASP7 and CASP8. It uses mainly profile-profile comparison to identify templates and alignments for deriving distance constraints. Its power lies in how it combines the distance constraints from up to the 50 best-ranked templates. It performs some knowledge-based free modelling in regions without any template-based information.,http://zhanglab.ccmb.med.umich.edu/I-TASSER/,,https://doi.org/10.1093/nar/gkv342,Molecular modelling; Protein structure prediction; Sequence assembly,,,,,
biotools,,I2I-SiteEngine,Interface-to-Interface (I2I)-SiteEngine compares pairs of interacting protein binding sites by recognizing similarity of physico-chemical properties and shapes in the protein-protein interfaces.,http://bioinfo3d.cs.tau.ac.il/I2I-SiteEngine/,,,Binding sites; Protein binding site prediction; Protein fold recognition; Protein structure comparison; Protein-protein interaction prediction,,,,,
biotools,,i3Drefine,Completely automated and computationally efficient protein 3D structure refinement method which based on an iterative and highly convergent energy minimization algorithm with a powerful all-atom composite physics and knowledge-based force fields and hydrogen bonding (HB) network optimization technique.,http://sysbio.rnet.missouri.edu/multicom_toolbox/tools.html,,https://doi.org/10.1093/nar/gkw336,Molecular modelling; Molecular model refinement,,,,,
biotools,,i3plex,3plex enables deep computational investigation of triplex forming lncRNAs.,https://github.com/molinerisLab/3plex,https://github.com/molinerisLab/3plex,https://doi.org/10.1016/j.csbj.2023.05.016,Biophysics; RNA binding site prediction; RNA secondary structure prediction; RNA structure prediction,,CC-BY-NC-SA-4.0,molinerislab/3plex,,
biotools,,iACP,This web-server was developed to identify the anticancer peptides based on the sequence information.,http://lin.uestc.edu.cn/server/iACP,,https://doi.org/10.18632/oncotarget.7815,Pharmacology; Peptide identification; Protein sequence analysis,,,,,
biotools,,iAMP-2L,This web-server is a two-level multi-label predictor. It can be used to identify an uncharacterized peptide as antimicrobial peptide (AMP) or non-AMP according to its sequences information alone.,http://www.jci-bioinfo.cn/iAMP-2L,,https://doi.org/10.1016/j.ab.2013.01.019,Pharmacology; Peptide identification; Protein sequence analysis,,,,,
biotools,,iAMY-SCM,"Improved prediction and analysis of amyloid proteins using a scoring card method with propensity scores of dipeptides.

This is the website for predicting Amyloid Proteins from the publication called ...

iAMY-SCM: Improved Prediction and Analysis of Amyloid Proteins Using Scoring Card Method.",http://camt.pythonanywhere.com/iAMY-SCM,,https://doi.org/10.1016/J.YGENO.2020.09.065,Biophysics; Protein identification,,,,,
biotools,,iAREA-AFFINITY,A web server for machine learning-based prediction of protein-protein and antibody-protein antigen binding affinities.,https://affinity.cuhk.edu.cn/,,https://doi.org/10.1021/acs.jcim.2c01499,Molecular modelling; Peptide immunogenicity prediction; Protein interaction prediction; Protein modelling; Protein-protein binding site prediction; Residue contact prediction,,Free of charge,,,
biotools,,iATC-NRAKEL,"An efficient multi-label classifier for recognizing anatomical therapeutic chemical (ATC) classes of drugs.

Recognizing the Anatomical Therapeutic Chemical (ATC) classes of first level for given drugs.

Functions : Recognizing the Anatomical Therapeutic Chemical (ATC) classes of first level for given drugs.",https://github.com/zhou256/iATC-NRAKEL,https://github.com/zhou256/iATC-NRAKEL,https://doi.org/10.1093/BIOINFORMATICS/BTZ757,Drug discovery,,MIT,zhou256/iatc-nrakel,,
biotools,,iBioProVis,"interactive visualization and analysis of compound bioactivity space.

iBioProVis has its own in house bioactivity dataset curated from ChEMBL (v25) having 15,506,670 data points (i.e., bioactivity measurements). Several filtering and pre-processing steps were applied in order to generate a reliable compound-target dataset.",https://ibpv.kansil.org/,,https://doi.org/10.1093/BIOINFORMATICS/BTAA496,Medicinal chemistry; Essential dynamics; Principal component visualisation; Virtual screening,,,,,
biotools,,IBIS,"NCBI Inferred Biomolecular Interaction Server. This server organizes, analyzes and predicts interaction partners and locations of binding sites in proteins. It provides annotations for different types of binding partners (protein, chemical, nucleic acid and peptides), and facilitates the mapping of a comprehensive biomolecular interaction network for a given protein query.",http://www.ncbi.nlm.nih.gov/Structure/ibis/ibis.cgi,,https://doi.org/10.1093/nar/gkp842,Binding sites; Pathway or network comparison; Pathway or network prediction; Protein binding site prediction; Protein interaction network analysis; Protein interaction prediction,,,,,
biotools,,iBitter-Fuse,Sequence-Based Bitter Peptide Predictor by Fusing Multi-View Features,http://camt.pythonanywhere.com/iBitter-Fuse,,https://doi.org/10.3390/IJMS22168958,Biophysics; Feature extraction; Feature selection; Peptide identification,,Not licensed,,,
biotools,,iBitter-SCM,"Identification and characterization of bitter peptides using a scoring card method with propensity scores of dipeptides.

This is the website for predicting Bitter peptides from the publication called ...",http://camt.pythonanywhere.com/iBitter-SCM,,https://doi.org/10.1016/J.YGENO.2020.03.019,Biophysics; Peptide identification; Protein signal peptide detection,,,,,
biotools,,ibmd,"An R package for benchmark dose estimation.

The benchmark dose (BMD) methodology is used to derive a hazard characterization measure for risk assessment in toxicology or ecotoxicology. The present paper's objective is to introduce the R extension package bmd, which facilitates the estimation of BMD and the benchmark dose lower limit for a wide range of dose-response models via the popular package drc. It allows using the most current statistical methods for BMD estimation, including model averaging. The package bmd can be used for BMD estimation for binomial, continuous, and count data in a simple set up or from complex hierarchical designs and is introduced using four examples. While there are other stand-alone software solutions available to estimate BMDs, the package bmd facilitates easy estimation within the established and flexible statistical environment R.",https://github.com/DoseResponse/bmd,https://github.com/DoseResponse/bmd,https://doi.org/10.7717/PEERJ.10557,Toxicology; Regression analysis; Standardisation and normalisation,,GPL-3.0,doseresponse/bmd,,
biotools,,IC50-to-Ki,A web-based tool for estimating Ki values from experimentally determined IC50 values for inhibitors of enzymes and of binding reactions between macromolecules and ligands.,http://botdb.abcc.ncifcrf.gov/toxin/kiConverter.jsp,,https://doi.org/10.1093/nar/gkp253,Structural biology; Protein-ligand docking,,,,,
biotools,,iCageCavityCalc,"iCageCavityCalc is a Python-based tool for calculating the cavity size of molecular cages. It utilizes a novel algorithm that enables rapid calculations and facilitates visualization of results, and is designed to streamline cage cavity calculations.",https://github.com/VicenteMartiCentelles/CageCavityCalc,https://github.com/VicenteMartiCentelles/CageCavityCalc,https://doi.org/10.1021/ACS.JCIM.4C00355,Molecular modelling; Molecular docking; Molecular surface analysis; Visualisation,,,vicentemarticentelles/cagecavitycalc,,
biotools,,ICAN,Interpretable cross-attention network for identifying drug and target protein interactions.,https://github.com/kuratahiroyuki/ICAN,https://github.com/kuratahiroyuki/ICAN,https://doi.org/10.1371/journal.pone.0276609,Drug discovery; Protein interaction network analysis; Protein interaction network prediction; Virtual screening,,MIT,kuratahiroyuki/ican,,
biotools,,icardioToxCSM,A Web Server for Predicting Cardiotoxicity of Small Molecules.,https://biosig.lab.uq.edu.au/cardiotoxcsm,,https://doi.org/10.1021/acs.jcim.2c00822,Medicinal chemistry; Quantification; Small molecule design,,Free of charge,,,
biotools,,ICBM-OCEAN,"Processing Ultrahigh-Resolution Mass Spectrometry Data of Complex Molecular Mixtures.

ICBM-OCEAN — Carl von Ossietzky Universität Oldenburg.

ICBM - Institut für Chemie und Biologie des Meeres.

ICBM-MPI Brückengruppe für Marine Geochemie.

ICBM-Webmaster (Stand: 21.08.2020).",http://www.icbm.de/icbm-ocean,,https://doi.org/10.1021/ACS.ANALCHEM.9B05659,Pharmacology; Mass spectra calibration; Peak detection; Spectrum calculation,,,,,
biotools,,ICCS,"Nanoscale Distribution of Nuclear Sites by Super-Resolved Image Cross-Correlation Spectroscopy.

User-fiendly code for image cross-correlation specroscopy (ICCS) analysis based on the following article:",https://github.com/llanzano/ICCS,https://github.com/llanzano/ICCS,https://doi.org/10.1016/J.BPJ.2019.10.036,Biophysics; Image analysis; Standardisation and normalisation,,,llanzano/iccs,,
biotools,,iCDI-PseFpt,"Independent predictor using Fuzzy K-Nearest Neighbor algorithm, used to predict ion channel-drug interactions. It can be used to identify a pair as Ion channel-drug pair or non-Ion channel drug pair according to the sequence of protein and the molecular fingerprint of drug.",http://www.jci-bioinfo.cn/iCDI-PseFpt/,,https://doi.org/10.1016/j.jtbi.2013.08.013,Drug discovery; Residue interaction prediction,,,,,
biotools,,IChem,"A toolkit to detect, analyze and compare protein-ligand interactions.",http://bioinfo-pharma.u-strasbg.fr/labwebsite/download.html,,https://doi.org/10.1002/cmdc.201700505,Binding sites; Protein interaction analysis,,,,,
biotools,,ichespa,"Streamlining Expansive Chemical Space Evaluation of Molecular Sets.

If you would like to reference chespa in an academic paper, we ask you include the following:.

chespa, version 1.0.0 http://github.com/pnnl/chespa (accessed MMM YYYY).",http://github.com/pnnl/chespa,http://github.com/pnnl/chespa,https://doi.org/10.1021/acs.jcim.0c00899,Compound libraries and screening; Clustering; Natural product identification; Principal component visualisation,,,pnnl/chespa,,
biotools,,ICM Web,The Interactive Chromatin Modeling (ICM) web server is an interactive tool that allows users to rapidly assess nucleosome stability and fold sequences of DNA into putative chromatin templates.,http://dna.ccs.tulane.edu/icm,,https://doi.org/10.1093/nar/gkq496,Binding sites; Nucleic acid folding analysis; Protein folding analysis,,,,,
biotools,,Icolos,"The Icolos tool is a workflow manager for structure-based workflows in computational chemistry, that abstracts execution logic from implementation as much as possible.",https://github.com/MolecularAI/Icolos,https://github.com/MolecularAI/Icolos,https://doi.org/10.1093/bioinformatics/btac614,Medicinal chemistry; Molecular modelling; Virtual screening,,Apache-2.0,molecularai/icolos,,
biotools,,icorrelationplus,"A Python package to calculate, visualize and analyze correlation maps of proteins.",https://github.com/tekpinar/correlationplus,https://github.com/tekpinar/correlationplus,https://doi.org/10.1021/ACS.JCIM.1C00742,Molecular dynamics; Molecular dynamics; Simulation analysis; Visualisation,,LGPL-3.0,tekpinar/correlationplus,,
biotools,,iCR,Predict regulatory binding sites based on conservation across multiple species. The user provides an ungapped multiple sequence alignment representing the regulatory binding site. It reports back with predicted binding sites that are conserved and highlights the downstream co-regulated genes.,http://210.212.215.199/icr/index.html,,https://doi.org/10.1093/nar/gkl202,Binding sites; Protein binding site prediction; Regulatory element prediction; Transcription factor binding site prediction; Transcriptional regulatory element prediction; cis-regulatory element prediction,,,,,
biotools,,ICSF,Identify conserved structural features at sequentially degenerate locations in transcription factor binding sites. ICSF uses base-pair step parameters obtained from a collection of high-resolution DNA crystal structures to discover structural conservation that exists in the sequentially degenerate areas within a binding site and produce profiles of the structural features along the entire site.,http://zlab.bu.edu/ICSF/,,,Binding sites; Nucleic acid feature detection,,,,,
biotools,,ICTC-RAAC,"An improved web predictor for identifying the types of ion channel-targeted conotoxins by using reduced amino acid cluster descriptors.

Identifying the ion channel-targeted conotoxins using reduced amino acid alphabet composition.

Conotoxins are small peptide toxins which are rich in disulfide and have the unique diversity of sequences.",http://bioinfor.imu.edu.cn/ictcraac,,https://doi.org/10.1016/J.COMPBIOLCHEM.2020.107371,Pharmacology; Clustering; Feature extraction; Feature selection,,,,,
biotools,,iCYP-MFE,Identifying Human Cytochrome P450 Inhibitors Using Multitask Learning and Molecular Fingerprint-Embedded Encoding.,https://github.com/mldlproject/2021-iCYP-MFE,https://github.com/mldlproject/2021-iCYP-MFE,https://doi.org/10.1021/ACS.JCIM.1C00628,Drug discovery; Promoter prediction; Statistical calculation; Virtual screening,,Not licensed,mldlproject/2021-icyp-mfe,,
biotools,,IDACombo Shiny App,IDACombo is a web application built on the R Shiny platform that predicts drug combination efficacy using monotherapy data and the Independent Drug Action (IDA) model. It provides a user-friendly interface for researchers to explore drug combination predictions without requiring programming expertise.,https://oncotherapyinformatics.org/idacombo/,,https://doi.org/10.26502/JCSCT.5079218,Drug discovery; Small molecule design; Validation,,,,,
biotools,,iDACP,Identification of subtypes of anticancer peptides based on sequential features and physicochemical properties.,http://mer.hc.mmh.org.tw/iDACP/,,https://doi.org/10.1038/S41598-021-93124-9,Drug discovery; Peptide identification; Protein secondary structure prediction; Protein signal peptide detection,,Not licensed,,,
biotools,,IDBac,A MALDI bioinformatics platform for analyzing protein and small molecule MALDI-TOF MS data (with a particular focus on mic organism analysis ),https://chasemc.github.io/IDBac,,https://doi.org/10.1073/pnas.1801247115,Drug discovery; Clustering; Data handling; Mass spectrum visualisation; Multiple sample visualisation; Phylogenetic tree visualisation; Principal component visualisation,,GPL-3.0,,,
biotools,,iDBP,A server for the identification of DNA binding proteins.,http://idbps.tau.ac.il/,,https://doi.org/10.1016/j.jmb.2009.02.023,Binding sites; Structural biology; Protein interaction prediction,,Free of charge,,,
biotools,,iDBPs,This tool was developed for the identification of DNA binding proteins (DBPs) for proteins with known three-dimensional structure,http://idbps.tau.ac.il/,,https://doi.org/10.1093/bioinformatics/btq019,Binding sites; Protein-nucleic acid binding prediction,,,,,
biotools,,IDDomainSpotter,"Compositional bias reveals domains in long disordered protein regions-Insights from transcription factors.

IDDomainSpotter – Section for Biomolecular Sciences.

IDDomainSpotter is a sequence-based approach to assess and visualize domain organisation in long intrinsically disordered proteins based on compositional biases",http://www.bio.ku.dk/sbinlab/IDDomainSpotter,,https://doi.org/10.1002/PRO.3754,Biophysics; Fold recognition; Protein disorder prediction; Visualisation,,,,,
biotools,,IDEAL,"Collection of experimentally verified intrinsically disordered proteins (IDPs) or intrinsically disordered regions (IDRs). Manually curated annotations on IDPs in locations, structures, and functional sites such as protein binding regions and posttranslational modification sites.",http://www.ideal.force.cs.is.nagoya-u.ac.jp/IDEAL/,,https://doi.org/10.1093/nar/gkr884,Binding sites; Post-translation modification site prediction; Protein feature detection; Protein secondary structure prediction (coils); Text annotation,,,,,
biotools,,iDeepC,Recognizing binding sites of poorly characterized RNA-binding proteins on circular RNAs using attention Siamese network.,https://github.com/hehew321/iDeepC,https://github.com/hehew321/iDeepC,https://doi.org/10.1093/BIB/BBAB279,Binding sites; RNA binding site prediction; RNA secondary structure prediction; RNA-binding protein prediction,,Not licensed,hehew321/ideepc,,
biotools,,iDendroTweaks,"DendroTweaks is a web-based toolbox for exploring and manipulating single-cell neuronal models, focusing on dendritic morphology and ion channel dynamics. It provides a graphical interface for users to adjust parameters and visualize real-time feedback, facilitating model validation and simplification.",https://pypi.org/project/dendrotweaks,,https://doi.org/10.7554/ELIFE.103324,Biophysics; Network analysis; Neurite measurement; Visualisation,,,,,
biotools,,IDPConformerGenerator,A Flexible Software Suite for Sampling Conformational Space of Disordered Protein States.,https://github.com/julie-forman-kay-lab/IDPConformerGenerator,https://github.com/julie-forman-kay-lab/IDPConformerGenerator,https://doi.org/10.1021/acs.jpca.2c03726,Molecular dynamics; Molecular dynamics; Protein disorder prediction; Protein secondary structure comparison; Protein secondary structure prediction (coils),,Apache-2.0,julie-forman-kay-lab/idpconformergenerator,,
biotools,,IDPsBind,A repository of binding sites for intrinsically disordered proteins complexes with known 3D structures.,http://www.s-bioinformatics.cn/idpsbind/home/,,https://doi.org/10.1186/s12860-022-00434-5,Binding sites; Protein disorder prediction; Protein secondary structure prediction (coils); Protein-protein binding site prediction,,Free of charge,,,
biotools,,IDRBP-PPCT,IDRBP-PPCT is a web application for identifying nucleic acid-binding proteins based on position-specific score matrix and position-specific frequency matrix cross transformation.,http://bliulab.net/IDRBP-PPCT,,https://doi.org/10.1109/TCBB.2021.3069263,Binding sites; DNA-binding protein prediction; Nucleic acids-binding site prediction; RNA-binding protein prediction,,,,,
biotools,,iDRPro-SC,Identifying DNA-binding proteins and RNA-binding proteins based on subfunction classifiers.,http://bliulab.net/iDRPro-SC,,https://doi.org/10.1093/bib/bbad251,Binding sites; DNA-binding protein prediction; Nucleic acids-binding site prediction; RNA-binding protein prediction,,Free of charge,,,
biotools,,iDrug,"Integration of drug repositioning and drug-target prediction via cross-network embedding.

iDrug is a computational pipeline to jointly predict novel drug-disease and drug-target interactions based on a heterogeneous network. iDrug adpots cross-network embedding to learn lower dimensional feature spaces for drugs, targets, and diseases in the heterogeneous network. A paper describing the approach is currently under review. A link to the paper will be added once it is published.",https://github.com/Case-esaC/iDrug,https://github.com/Case-esaC/iDrug,https://doi.org/10.1371/JOURNAL.PCBI.1008040,Drug discovery; Fold recognition; Relation extraction; Virtual screening,,,case-esac/idrug,,
biotools,,iDrug-Target,"By means of the approach of optimizing training datasets, this webserver was developed for predicting drug-target interaction. It contains four predictors: iDrug-GPCR, iDrug-Chl, iDrug-Ezy, and iDrug-NR, specialized for indentying the interactions of drug compounds with GPCRs (G protein-coupled receptors), ion channels, enzymes, and NR (nuclear receptors), respectively.",http://www.jci-bioinfo.cn/iDrug-Target/,,https://doi.org/10.1080/07391102.2014.998710,Drug discovery; Protein interaction prediction,,,,,
biotools,,IDSM,Integrated Database of Small Molecules,https://idsm.elixir-czech.cz/,,https://doi.org/10.1186/s13321-021-00515-1,Cheminformatics; Compound libraries and screening; Database search,,Free of charge,,,
biotools,,idTarget,idTarget is a web server for identifying biomolecular targets of small chemical molecules with robust scoring functions and a divide-and-conquer docking approach. idTarget screens against protein structures in PDB.,http://idtarget.rcas.sinica.edu.tw,,https://doi.org/10.1093/nar/gks496,Compound libraries and screening; Medicinal chemistry; Molecular modelling; Molecular docking; Protein model validation; Protein structural motif recognition; Protein subcellular localisation prediction; Protein-ligand docking,,,,,
biotools,,iFeatureOmega,"iFeatureOmega is a comprehensive platform for generating, analyzing and visualizing more than 170 representations for biological sequences, 3D structures and ligands.",https://github.com/Superzchen/iFeatureOmega-GUI/,https://github.com/Superzchen/iFeatureOmega-GUI/,https://doi.org/10.1093/nar/gkac351,Cheminformatics; Essential dynamics; Feature extraction; Query and retrieval; Visualisation,,MIT,superzchen/ifeatureomega-gui,,github-topics
biotools,,iFoldRNA,Web portal for interactive RNA folding simulations.,http://troll.med.unc.edu/ifoldrna.v2/index.php,,https://doi.org/10.1093/bioinformatics/btv221,Molecular dynamics; RNA secondary structure analysis,,,,,
biotools,,iGPCR-Drug,Predicting interaction between GPCRs and drugs in the cellular networks.,http://www.jci-bioinfo.cn/iGPCR-Drug/,,https://doi.org/10.1371/JOURNAL.PONE.0072234,Compound libraries and screening; Pharmacology; Protein interaction network analysis,,,,,
biotools,,IGT,Intermolecular Graph Transformer (IGT) employs a dedicated attention mechanism to model intermolecular information with a three-way Transformer-based architecture.,https://github.com/microsoft/IGT-Intermolecular-Graph-Transformer,https://github.com/microsoft/IGT-Intermolecular-Graph-Transformer,https://doi.org/10.1093/bib/bbac162,Drug discovery; Molecular modelling; Protein interaction prediction; Protein-protein docking; Virtual screening,,MIT,microsoft/igt-intermolecular-graph-transformer,,
biotools,,IGTCM,"An integrative genome database of traditional Chinese medicine plants.

An Integrative Genome Database of Traditional Chinese Medicines.

IGTCM (An Integrative Genome Database of Traditional Chinese Medicines) is a comprehensive database of traditional Chinese medicine (TCM) genome and is also an integrative database of TCM with modern molecular biology. It contains six diverse components including herb, ingredient, gene, protein, rna and cds, which integrate TCM with modern molecular biology not only by internal molecular mechanism, also by enhanced understanding of secondary metabolic processes.",http://yeyn.group:96/,,https://doi.org/10.1002/tpg2.20317,Drug discovery; Database search; Visualisation,,,,,
biotools,,iGUIDE,Improved pipeline for analyzing CRISPR cleavage specificity.,https://github.com/cnobles/iGUIDE,https://github.com/cnobles/iGUIDE,https://doi.org/10.1186/s13059-019-1625-3,Binding sites; Enrichment analysis; PCR primer design; Scaffolding,,GPL-3.0,cnobles/iguide,,
biotools,,iHMnBS,Identifying modifications on DNA-bound histones with joint deep learning of multiple binding sites in DNA sequence.,https://github.com/lennylv/iHMnBS,https://github.com/lennylv/iHMnBS,https://doi.org/10.1093/bioinformatics/btac489,Binding sites; DNA binding site prediction; Network analysis; PTM site prediction,,Not licensed,lennylv/ihmnbs,,
biotools,,IHRW,IHRW is an improved hypergraph random walk model for predicting triple drug therapy.,https://github.com/wangqi27/IHRW,https://github.com/wangqi27/IHRW,https://doi.org/10.1101/2021.02.25.432979,Drug discovery,,,wangqi27/ihrw,,
biotools,,IIFDTI,Predicting drug-target interactions through interactive and independent features based on attention mechanism.,https://github.com/czjczj/IIFDTI,https://github.com/czjczj/IIFDTI,https://doi.org/10.1093/bioinformatics/btac485,Drug discovery; Feature extraction; Small molecule design; Transmembrane protein prediction,,Not licensed,czjczj/iifdti,,
biotools,,IIS,"Integrated Interactome System: A Web-Based Platform for the Annotation, Analysis and Visualization of Protein-Metabolite-Gene-Drug Interactions by Integrating a Variety of Data Sources and Tools.",http://bioinfo03.ibi.unicamp.br/lnbio/IIS2/,,https://doi.org/10.1371/JOURNAL.PONE.0100385,Drug discovery; Gene functional annotation; Pathway or network analysis; Pathway or network visualisation,,,,,
biotools,,iLipidDyn,A computational microscope to scrutinize membrane properties at the organelle-level,https://github.com/ELELAB/LipidDyn,https://github.com/ELELAB/LipidDyn,https://doi.org/10.1016/J.CSBJ.2022.06.054,Molecular dynamics; Molecular dynamics; Simulation analysis; Subcellular localisation prediction,,GPL-3.0,elelab/lipiddyn,,
biotools,,iLncRNAdis-FB,"Identify lncRNA-disease associations by fusing biological feature blocks through deep neural network.

A new predictor for identifying lncRNA-disease associations by fusing biological feature blocks through deep neural network.",http://bliulab.net/iLncRNAdis-FB/,,https://doi.org/10.1109/tcbb.2020.2964221,Drug discovery,,,,,
biotools,,Imagic,"Image analysis software package for electron microscopy, which is also used to process images from other devices, spectra and other multi-dimensional data-sets.",http://imagescience.de/imagic/,,https://doi.org/10.1016/0304-3991(81)90001-2,Structural biology; Image analysis,,Free of charge,,,
biotools,,iMembrane,"Homology-based method, which predicts a membrane protein’s position within a lipid bilayer. It projects the results of coarse-grained molecular dynamics simulations onto any membrane protein structure or sequence provided by the user.",http://opig.stats.ox.ac.uk/webapps/medeller/home.pl?app=iMembrane,,https://doi.org/10.1093/bioinformatics/btp102,Molecular dynamics; Prediction and recognition; Protein sequence analysis,,,,,
biotools,,ImmuneBuilder,Deep-learning models for predicting the structures of immune proteins.,https://github.com/oxpig/ImmuneBuilder,https://github.com/oxpig/ImmuneBuilder,https://doi.org/10.1038/s42003-023-04927-7,Biophysics; Loop modelling; Peptide immunogenicity prediction; Sequence trimming; Side chain modelling,,BSD-3-Clause,oxpig/immunebuilder,,curated
biotools,,ImmuneScape,Structural Modeling of Lymphocyte Receptors and Their Antigens,https://github.com/sysimm/immune-scape-data/,https://github.com/sysimm/immune-scape-data/,https://doi.org/10.1007/978-1-4939-9728-2_17,Molecular modelling; Epitope mapping; Molecular docking; Protein modelling,,,sysimm/immune-scape-data,,
biotools,,IMMUNOPHARMACOLOGY,"Extending immunopharmacology content and introducing the IUPHAR/MMV Guide to MALARIA PHARMACOLOGY.

IUPHAR Guide to IMMUNOPHARMACOLOGY.

The IUPHAR/BPS Guide to IMMUNOPHARMACOLOGY. Description.",http://www.guidetoimmunopharmacology.org,,https://doi.org/10.1093/nar/gkz951,Pharmacology; Peptide immunogenicity prediction; Query and retrieval,,,,,
biotools,,IMOD,"Set of image processing, modelling and display programs used for tomographic reconstruction and for 3D reconstruction of EM serial sections and optical sections.",http://bio3d.colorado.edu/imod/,,https://doi.org/10.1006/jsbi.1996.0013,Structural biology; Enrichment analysis,,Free of charge,,,
biotools,,iMODS,Explore the colletive motions of proteins and nucleic acids using NMA in internal coordinates.,http://imods.chaconlab.org,,https://doi.org/10.1093/nar/gku339,Molecular dynamics; Molecular dynamics; Nucleic acid folding analysis; Protein flexibility and motion analysis; Protein modelling,,,,,
biotools,,IMP,Integrative Modeling Platform broad goal is to contribute to a comprehensive structural characterization of biomolecules ranging in size and complexity from small peptides to large macromolecular assemblies. Detailed structural characterization of assemblies is generally impossible by any single existing experimental or computational method. This barrier can be overcome by hybrid approaches that integrate data from diverse biochemical and biophysical experiments.,http://www.salilab.org/imp/,,https://doi.org/10.1007/978-1-61779-276-2_19,Molecular modelling,,,,,
biotools,,IMP-sampcon,Modeling Biological Complexes Using Integrative Modeling Platform | Scripts to assess sampling convergence and exhaustiveness,https://github.com/salilab/IMP-sampcon,https://github.com/salilab/IMP-sampcon,https://doi.org/10.1007/978-1-4939-9608-7_15,Biophysics; Deposition,,GPL-2.0,salilab/imp-sampcon,,
biotools,,IMPACT_S,"Java swing based Graphical User Interface program for analyzing and/or combining several selection results from programs like, PAML (codeml), Datamonkey, TreeSAAP. Provides 3D homology modeling through Swiss Model and 3D mapping of selection results through Jmol.",http://impact-s.sourceforge.net/,,https://doi.org/10.1371/journal.pone.0096243,Molecular modelling; Phylogenetic inference (method centric); Protein property calculation; Structure analysis; Structure visualisation,,GPL-3.0,,,
biotools,,improj3,improj3 generates 3D projections from image stacks,https://www.mathworks.com/matlabcentral/fileexchange/45800-improj3,,,Biophysics; Image analysis,,Free of charge (with restrictions),,,
biotools,,IMPROvER,"The Integral Membrane Protein Stability Selector.

Identifying stabilising variants of membrane protein targets is often required for structure determination. Our new computational pipeline, the Integral Membrane Protein Stability Selector (IMPROvER) provides a rational approach to variant selection by employing three independent approaches: deep-sequence, model-based and data-driven. In silico tests using known stability data, and in vitro tests using three membrane protein targets with 7, 11 and 16 transmembrane helices provided measures of success. In vitro, individual approaches alone all identified stabilising variants at a rate better than expected by random selection. Low numbers of overlapping predictions between approaches meant a greater success rate was achieved (fourfold better than random) when approaches were combined and selections restricted to the highest ranked sites",http://improver.ddns.net/IMPROvER/,,https://doi.org/10.1038/S41598-020-71744-X,Structural biology; In vitro selection; PCR primer design; Transmembrane protein prediction; Variant effect prediction; Variant prioritisation,,,,,
biotools,,In silico fragmentation evaluation,Comparative analysis of open source in silico fragmentation tools.,https://sourceforge.net/projects/insilico-fragmentation/,,https://doi.org/10.1186/s13321-017-0219-x,Cheminformatics; Service invocation,,,,,
biotools,,InChI,A set of algorithms for the standard representation of chemical structures that will be readily accessible to chemists in all countries at no cost. The standard chemical representation could be used as input into existing and newly developed computer programs to generate a IUPAC name and a unique IUPAC identifier.,http://www.chemspider.com/InChI.asmx,,https://doi.org/10.1002/9780471650126.dob0949,Cheminformatics; Data retrieval,,,,,
biotools,,InChI Open Education Resource (OER),"The InChI Open Education Resource (OER) provides resources, training materials, and information related to the IUPAC International Chemical Identifier (InChI). It aggregates over 100 resources and offers search and filtering functionalities, aiming to support chemical educators and promote understanding of InChI's role in science.",https://www.inchi-trust.org/oer/,,https://doi.org/10.1515/CTI-2023-0009,Cheminformatics; Data retrieval; Database search,,,,,
biotools,,IncucyteDRC,IncucyteDRC is an R package for the analysis of data from live cell imaging cell proliferation experiments carried out on the Essen Biosciences IncuCyte ZOOM instrument.,https://github.com/chapmandu2/IncucyteDRC,https://github.com/chapmandu2/IncucyteDRC,https://doi.org/10.12688/f1000research.8694.1,Drug discovery; Data retrieval,,GPL-2.0,chapmandu2/incucytedrc,,
biotools,,InDeep,3D fully convolutional neural networks to assist in silico drug design on protein-protein interactions.,https://gitlab.pasteur.fr/InDeep/InDeep,,https://doi.org/10.1093/BIOINFORMATICS/BTAB849,Medicinal chemistry; Binding site prediction; Epitope mapping; Protein-protein docking; Simulation analysis; Small molecule design,,Not licensed,,,
