full_name,owner,name,url,description,homepage,language,topics,stars,forks,license,archived,created_at,pushed_at,matched_topics
qcscine/sparrow,qcscine,sparrow,https://github.com/qcscine/sparrow,,https://scine.ethz.ch,C++,chemistry; computational-chemistry; quantum-chemistry,89,15,BSD-3-Clause,False,2019-06-12,2025-10-09,computational-chemistry
mcocdawc/chemcoord,mcocdawc,chemcoord,https://github.com/mcocdawc/chemcoord,A python module for manipulating cartesian and internal coordinates.,,Python,chemical; cheminformatics; chemistry; physics; physics-simulation; python; python-library; theoretical-spectroscopy,88,18,LGPL-3.0,False,2016-01-13,2026-09-07,cheminformatics
markovmodel/pyemma_tutorials,markovmodel,pyemma_tutorials,https://github.com/markovmodel/pyemma_tutorials,How to analyze molecular dynamics data with PyEMMA,,Jupyter Notebook,analysis; kinetics; markov-model; md-simulations; molecular-dynamics; pyemma; tutorial,88,35,CC-BY-4.0,False,2018-04-19,2019-05-29,molecular-dynamics
kinisi-dev/kinisi,kinisi-dev,kinisi,https://github.com/kinisi-dev/kinisi,A Python package for estimating diffusion properties from molecular dynamics simulations.,https://kinisi.readthedocs.io,Python,diffusion; molecular-dynamics; python,88,18,MIT,False,2020-01-17,2026-09-07,molecular-dynamics
lujiarui/Str2Str,lujiarui,Str2Str,https://github.com/lujiarui/Str2Str,"Codebase of the paper ""Str2Str: A Score-based Framework for Zero-shot Protein Conformation Sampling"" (ICLR 2024)",,Python,computational-biology; conformation-generation; diffusion-models; generative-models; molecular-dynamics; molecular-simulation; pytorch,88,8,MIT,False,2024-01-18,2026-04-21,molecular-dynamics
ci-lab-cz/easydock,ci-lab-cz,easydock,https://github.com/ci-lab-cz/easydock,Fully automated docking pipeline (can be run in distributed environments),,Python,molecular-docking,88,23,BSD-3-Clause,False,2022-02-28,2026-09-01,molecular-docking
zotko/xyz2graph,zotko,xyz2graph,https://github.com/zotko/xyz2graph,Convert an xyz file into a molecular graph and create a 3D visualisation of the graph.,,Python,3d-plot; atomic-coordinates; chemical-structures; chemistry; chemoinformatics; computational-chemistry; data-visualization; molecular-graph,87,22,ISC,False,2018-08-11,2026-05-10,computational-chemistry; molecular-modeling
dftd3/simple-dftd3,dftd3,simple-dftd3,https://github.com/dftd3/simple-dftd3,Library first implementation of the D3 dispersion correction,https://dftd3.readthedocs.io,Fortran,ase; computational-chemistry; counter-poise-correction; dispersion-correction; fortran-package-manager; pyscf; qcschema; quantum-chemistry,87,38,LGPL-3.0,False,2019-11-09,2026-09-11,computational-chemistry
paiardin/DockingPie,paiardin,DockingPie,https://github.com/paiardin/DockingPie,A Consensus Docking Plugin for PyMOL,,Python,ligand; molecular; molecular-docking; molecular-dynamics; molecular-modeling; pymol; pymol-extension; pymol-plugin,87,15,GPL-3.0,False,2022-02-14,2024-06-10,molecular-docking; molecular-dynamics; molecular-modeling
NVIDIA-BioNeMo-blueprints/generative-virtual-screening,NVIDIA-BioNeMo-blueprints,generative-virtual-screening,https://github.com/NVIDIA-BioNeMo-blueprints/generative-virtual-screening,NVIDIA BioNeMo blueprint for generative AI-based virtual screening,https://build.nvidia.com/nvidia/generative-virtual-screening-for-drug-discovery,Jupyter Notebook,biology; drug-discovery; nim; nvidia,86,41,Apache-2.0,False,2024-08-22,2025-11-07,drug-discovery
aksub99/MolDQN-pytorch,aksub99,MolDQN-pytorch,https://github.com/aksub99/MolDQN-pytorch,"A PyTorch Implementation of ""Optimization of Molecules via Deep Reinforcement Learning"".",,Python,chemistry; deep-learning; dqn-pytorch; drug-discovery; inverse-design; machine-learning; materials-informatics; materials-science,85,27,MIT,False,2019-10-19,2023-03-24,drug-discovery
PDBeurope/ccdutils,PDBeurope,ccdutils,https://github.com/PDBeurope/ccdutils,"A set of python tools to deal with PDB chemical components definitions for small molecules, taken from the wwPDB Chemical Component Dictionary, uses RDKit",https://pdbeurope.github.io/ccdutils/,Python,bioinformatics; chemical-components; chemical-database; cheminformatics; ligands; mmcif; pdb; python,84,12,Apache-2.0,False,2020-05-11,2026-07-21,cheminformatics
bio-phys/MDBenchmark,bio-phys,MDBenchmark,https://github.com/bio-phys/MDBenchmark,"Quickly generate, start and analyze benchmarks for molecular dynamics simulations.",https://mdbenchmark.org,Python,benchmark; cli; computational-chemistry; gromacs; high-performance-computing; molecular-dynamics; namd; python,84,17,NOASSERTION,False,2017-11-29,2024-09-05,computational-chemistry; molecular-dynamics
txie-93/gdynet,txie-93,gdynet,https://github.com/txie-93/gdynet,Unsupervised learning of atomic scale dynamics from molecular dynamics.,,Jupyter Notebook,deep-learning; graph-convolutional-networks; keras; machine-learning; material-design; materials-science; molecular-dynamics; physical-chemistry,84,23,MIT,False,2019-05-08,2021-12-14,molecular-dynamics
lujiarui/esmdiff,lujiarui,esmdiff,https://github.com/lujiarui/esmdiff,"Codebase of paper ""Structure Language Models for Protein Conformation Generation"" (ICLR'25)",,Python,conformation-generation; generation-models; generative-ai; language-model; molecular-dynamics; protein; protein-structure; pytorch,84,13,NOASSERTION,False,2024-10-13,2026-05-27,molecular-dynamics
Isra3l/ligpargen,Isra3l,ligpargen,https://github.com/Isra3l/ligpargen,,,Python,alchemical-free-energy-calculations; cm1a; molecular-dynamics; molecular-dynamics-simulation; monte-carlo-simulation; opls; opls-aa,84,36,MIT,False,2021-01-13,2024-12-18,molecular-dynamics
wangyu-sd/RetroExplainer,wangyu-sd,RetroExplainer,https://github.com/wangyu-sd/RetroExplainer,RetroExplainer: A chemical knowledge and deep-leaning guided molecular assembly approach for retrosynthesis prediction with quantitative interpretability,,Python,retrosynthesis,84,15,MIT,False,2022-10-01,2023-11-22,retrosynthesis
playmolecule/ligdream,playmolecule,ligdream,https://github.com/playmolecule/ligdream,Novel molecules from a reference shape!,,Jupyter Notebook,drug-discovery; generative-model; python3,83,24,AGPL-3.0,False,2019-01-28,2024-01-30,drug-discovery
futianfan/reinforced-genetic-algorithm,futianfan,reinforced-genetic-algorithm,https://github.com/futianfan/reinforced-genetic-algorithm,Structure-based Drug Design; Reinforcement Learning and Genetic Algorithm,https://proceedings.neurips.cc/paper_files/paper/2022/file/4fe1859112230a032c7143a9adc3be78-Paper-Conference.pdf,Python,drug-design; drug-discovery; genetic-algorithm; molecule-generation; reinforcement-learning,81,16,,False,2022-09-29,2023-07-17,drug-design; drug-discovery
twoXes/awesome-structural-bioinformatics,twoXes,awesome-structural-bioinformatics,https://github.com/twoXes/awesome-structural-bioinformatics,"Structural Bioinformatics is awesome. Throw your textbook in the garbage, light the garbage can on fire, and blend the ashes into your cold brew almond milk latte and read this.",,Python,alphafold; awesome-list; bioinformatics; bioinformatics-analysis; bioinformatics-pipeline; biology; cheminformatics; chemistry,81,11,,False,2021-03-21,2023-05-05,cheminformatics
hande-qmc/hande,hande-qmc,hande,https://github.com/hande-qmc/hande,Open source stochastic quantum chemistry,,Fortran,chemistry; computational-chemistry; quantum-chemistry; stochastic-quantum-chemistry,81,20,LGPL-2.1,False,2015-04-21,2025-12-17,computational-chemistry
paduagroup/clandp,paduagroup,clandp,https://github.com/paduagroup/clandp,Force field for ionic liquids,,,fftool; force-field; ionic-liquids; molecular-dynamics,81,34,MIT,False,2013-02-22,2026-04-16,molecular-dynamics
lab-cosmo/torch-pme,lab-cosmo,torch-pme,https://github.com/lab-cosmo/torch-pme,Particle-mesh based calculations of long-range interactions in PyTorch,https://lab-cosmo.github.io/torch-pme/,Python,electrostatics; fast-fourier-transform; machine-learning; material-science; molecular-dynamics; particle-mesh-ewald; pytorch,81,13,BSD-3-Clause,False,2023-08-28,2026-08-03,molecular-dynamics
CDDLeiden/PCMol,CDDLeiden,PCMol,https://github.com/CDDLeiden/PCMol,Multi-target de novo molecular generator conditioned on AlphaFold's latent protein embeddings.,,Jupyter Notebook,alphafold; chemical-language-models; cheminformatics; de-novo-drug-design; drug-discovery; protein-language-models; proteochemometrics,79,8,MIT,False,2024-01-23,2025-03-27,cheminformatics; de-novo-drug-design; drug-discovery
1234zou/MOKIT,1234zou,MOKIT,https://github.com/1234zou/MOKIT,Orbital transfer and automatic multi-reference calculation for quantum chemistry,https://doc.mokit.xyz/,Fortran,computational-chemistry; quantum-chemistry,79,6,Apache-2.0,False,2022-01-19,2026-08-24,computational-chemistry
QuantumPackage/qp2,QuantumPackage,qp2,https://github.com/QuantumPackage/qp2,Quantum Package : a programming environment for wave function methods,https://quantumpackage.github.io/qp2/,Fortran,chemistry; computational-chemistry; quantum; wavefunction,79,42,AGPL-3.0,False,2019-01-25,2026-08-27,computational-chemistry
sharc-md/sharc,sharc-md,sharc,https://github.com/sharc-md/sharc,The SHARC molecular dynamics (MD) program suite is an ab initio MD software package developed to study the excited-state dynamics of molecules.,https://www.sharc-md.org,Python,chemistry; molecular-dynamics; quantum-chemistry,79,44,GPL-3.0,False,2018-01-31,2025-05-23,molecular-dynamics
metatensor/metatrain,metatensor,metatrain,https://github.com/metatensor/metatrain,"Train, fine-tune, and manipulate machine learning models for atomistic systems",http://docs.metatensor.org/metatrain/,Python,atomistic-simulations; machine-learning; molecular-dynamics; torch,79,42,BSD-3-Clause,False,2023-11-20,2026-09-11,molecular-dynamics
learningmatter-mit/PatentChem,learningmatter-mit,PatentChem,https://github.com/learningmatter-mit/PatentChem,Downloads USPTO patents and finds molecules related to keyword queries,,Python,cheminformatics; chemistry; patent-data; patent-search; uspto,78,8,MIT,False,2023-03-10,2023-12-08,cheminformatics
michellab/BioSimSpace,michellab,BioSimSpace,https://github.com/michellab/BioSimSpace,Code and resources for the EPSRC BioSimSpace project.,https://biosimspace.org,Python,biomolecular-simulation; ccpbiosim; computational-biology; computational-chemistry; computational-physics; interoperability; molecular-dynamics; reproducibility,78,19,GPL-3.0,False,2017-08-21,2025-09-01,computational-chemistry; molecular-dynamics
awslabs/quantum-computing-exploration-for-drug-discovery-on-aws,awslabs,quantum-computing-exploration-for-drug-discovery-on-aws,https://github.com/awslabs/quantum-computing-exploration-for-drug-discovery-on-aws,Deploy a solution to research on drug discovery problems using quantum computing and classical computing resources.,,Python,amazon-braket; aws-braket; braket; drug-discovery; hyper-computing; quantum-computing,77,34,Apache-2.0,True,2021-12-30,2026-08-11,drug-discovery
RMeli/gnina-torch,RMeli,gnina-torch,https://github.com/RMeli/gnina-torch,🔥 PyTorch implementation of GNINA scoring function for molecular docking,https://gnina-torch.rtfd.io,Python,deep-learning; docking; drug-discovery; gnina; pytorch; pytorch-ignite; scoring-functions,77,10,MIT,False,2021-10-19,2026-04-21,drug-discovery
ncfrey/litmatter,ncfrey,litmatter,https://github.com/ncfrey/litmatter,Rapid experimentation and scaling of deep learning models on molecular and crystal graphs.,https://www.nature.com/articles/s42256-023-00740-3,Jupyter Notebook,computational-chemistry; deep-learning; drug-discovery; geometric-deep-learning; machine-learning; materials-science; molecular-dynamics; neural-architecture-search,77,16,MIT,False,2021-11-23,2023-10-23,computational-chemistry; drug-discovery; molecular-dynamics
BALL-Project/ball,BALL-Project,ball,https://github.com/BALL-Project/ball,The Biochemical Algorithms Library,https://github.com/BALL-Project/ball/releases/latest,C++,c-plus-plus; chemoinformatics; computational-biology; drug-design; force-field; structural-biology,77,36,LGPL-2.1,False,2015-02-19,2026-06-15,drug-design
servierhub/top-pharma50,servierhub,top-pharma50,https://github.com/servierhub/top-pharma50,Top open source software from the top 50 pharmaceutical companies,,Makefile,ai; awesome; awesome-list; awesome-lists; bioinformatics; biology-ai; computational-biology; computational-chemistry,77,7,,False,2024-05-22,2024-06-09,computational-chemistry
rxdock/rxdock,rxdock,rxdock,https://github.com/rxdock/rxdock,"RxDock is a fork of rDock. Note: the latest code is under development. Please do git checkout patched-rdock after clone if you want patched rDock. [IMPORTANT NOTE: pull requests should be posted on GitLab, this is a read-only source code mirror]",https://rxdock.gitlab.io/,C++,cxx; cxx11; docking; drug-discovery; ligand-screening; molecular-docking; protein-drug-interactions; protein-ligand-binding-conformation,76,21,NOASSERTION,False,2019-06-26,2022-08-23,drug-discovery; molecular-docking; virtual-screening
wonmor/ElectronVisualized,wonmor,ElectronVisualized,https://github.com/wonmor/ElectronVisualized,Public Archive: Beautiful and Elegant Quantum Mechanics Visualization.,https://electronvisual.org,JavaScript,chemistry; computational-chemistry; computational-physics; electron; flask; flask-api; math; mathematical-modelling,76,2,NOASSERTION,False,2022-03-24,2026-03-17,computational-chemistry
Open-Quantum-Platform/openqp,Open-Quantum-Platform,openqp,https://github.com/Open-Quantum-Platform/openqp,The main repository of Open Quantum Platform (OpenQP) maintained by Choi Group at KNU.,https://www.openqp.org,Fortran,abinitio; chemistry; conical-intersection; dft; diradical; dynamic-nondynamic-correlation; mixed-reference; molecular-dynamics,76,22,NOASSERTION,False,2024-08-21,2026-09-10,molecular-dynamics; molecular-modeling
hsulab/GDPy,hsulab,GDPy,https://github.com/hsulab/GDPy,Generating Deep Potential with Python,https://gdpx.readthedocs.io,Python,ase; automation; lammps; machine-learning-interatomic-potential; molecular-dynamics; monte-carlo,76,10,GPL-3.0,False,2021-04-06,2026-09-12,molecular-dynamics
essex-lab/grand,essex-lab,grand,https://github.com/essex-lab/grand,A Python module for carrying out GCMC insertions and deletions of water molecules in OpenMM.,https://grand.readthedocs.io,Python,gcmc; molecular-dynamics; monte-carlo; openmm; python; water; water-molecules,76,22,MIT,False,2020-06-08,2023-06-12,molecular-dynamics
kyonofx/mlcgmd,kyonofx,mlcgmd,https://github.com/kyonofx/mlcgmd,[TMLR 2023] Simulate time-integrated coarse-grained MD with multi-scale graph neural networks,,Python,coarse-grained-molecular-dynamics; coarse-graining; graph-neural-networks; molecular-dynamics,76,10,MIT,False,2022-06-29,2023-08-26,molecular-dynamics
0xTCG/aldy,0xTCG,aldy,https://github.com/0xTCG/aldy,Allelic decomposition and exact genotyping of highly polymorphic and structurally variant genes,http://aldy.csail.mit.edu,C,adme; allele; bioinformatics; cyp2d6; genotype; illumina; pgrnseq; sequencing,76,24,NOASSERTION,False,2017-12-14,2026-04-14,adme
rise-ui/rise,rise-ui,rise,https://github.com/rise-ui/rise,"Toy toolkit, toy language, with moral support @rustlang_ru community",https://t.me/rustlang_ru,Rust,drug-discovery; gui; rust; rust-gui-experimental; toy-language,75,6,,False,2018-03-22,2019-02-08,drug-discovery
cyllab/CalcUS,cyllab,CalcUS,https://github.com/cyllab/CalcUS,Quantum Chemistry Web Platform,https://calcus.readthedocs.io,JavaScript,automation; computational-chemistry; python; quantum-chemistry,75,20,GPL-3.0,False,2021-10-11,2026-07-25,computational-chemistry
AstraZeneca/kallisto,AstraZeneca,kallisto,https://github.com/AstraZeneca/kallisto,Efficiently calculate 3D-features for quantitative structure-activity relationship approaches.,https://ehjc.gitbook.io/kallisto/,Python,chemistry; computational-chemistry; machinelearning; quantum-chemistry,75,22,Apache-2.0,False,2021-01-27,2024-02-01,computational-chemistry
andeplane/atomify,andeplane,atomify,https://github.com/andeplane/atomify,Real time molecular dynamics in the browser using LAMMPS,,TypeScript,atomistic-simulations; lammps; molecular-dynamics; molecular-dynamics-simulation; molecular-simulation; visualization; webassembly; webgl,75,12,GPL-3.0,False,2021-04-25,2026-09-11,molecular-dynamics
zaixizhang/FLAG,zaixizhang,FLAG,https://github.com/zaixizhang/FLAG,"Implementation of ICLR23 paper ""Molecule Generation for Target Protein Binding with Structural Motifs""",,Python,drug-discovery; generative-ai; geometric-deep-learning; protein-ligand-interactions,74,9,,False,2022-11-10,2024-04-17,drug-discovery
BIMSBbioinfo/PocketVina,BIMSBbioinfo,PocketVina,https://github.com/BIMSBbioinfo/PocketVina,"GPU-accelerated protein-ligand docking with automated pocket detection, exploring through multi-pocket conditioning. Official Implementation of PocketVina",https://www.arxiv.org/abs/2506.20043,C++,autodock-gpu; autodock-vina; drug-discovery; molecular-biology; molecular-docking; p2rank; protein-ligand-binding-affinity; protein-ligand-docking,74,12,MIT,False,2025-06-24,2025-11-22,drug-discovery; molecular-docking
biocheming/watvina,biocheming,watvina,https://github.com/biocheming/watvina,"Watvina is not all you need for docking, but with torsion, water, pharmacophore, scaffold, post-minimization functions.",,C++,drug-design; molecular-docking; pharmacophore; water-docking; watvina,74,14,NOASSERTION,False,2021-10-29,2026-08-06,drug-design; molecular-docking; pharmacophore
tencent-quantum-lab/TenCirChem,tencent-quantum-lab,TenCirChem,https://github.com/tencent-quantum-lab/TenCirChem,Quantum computational chemistry based on TensorCircuit,,Python,chemistry; computational-chemistry; cupy; jax; nisq; pyscf; python; quantum-circuit,74,14,NOASSERTION,False,2023-03-18,2025-07-07,computational-chemistry
CBDD/rDock,CBDD,rDock,https://github.com/CBDD/rDock,rDock is a fast and versatile Open Source docking program that can be used to dock small molecules against proteins and nucleic acids. It is designed for High Throughput Virtual Screening (HTVS) campaigns and Binding Mode prediction studies.,https://rdock.github.io,C++,docking; drug-discovery; virtual-screening,73,27,LGPL-3.0,False,2019-10-17,2026-07-01,drug-discovery; virtual-screening
XieResearchGroup/Physics-aware-Multiplex-GNN,XieResearchGroup,Physics-aware-Multiplex-GNN,https://github.com/XieResearchGroup/Physics-aware-Multiplex-GNN,"Source code for ""A universal framework for accurate and efficient geometric deep learning of molecular systems"" (Nature Scientific Reports)",https://www.nature.com/articles/s41598-023-46382-8,Python,computational-biology; computational-chemistry; docking; geometric-deep-learning; graph-neural-networks; machine-learning; protein-ligand-interactions; rna-structure-prediction,73,24,,False,2023-05-23,2025-11-12,computational-chemistry
Martini-Force-Field-Initiative/M3-Small-Molecules,Martini-Force-Field-Initiative,M3-Small-Molecules,https://github.com/Martini-Force-Field-Initiative/M3-Small-Molecules,Martini 3 small molecule database,https://doi.org/10.1002/adts.202100391,Shell,coarse-graining; database; martini3; molecular-dynamics; small-molecules,73,13,Apache-2.0,False,2021-07-18,2026-05-13,molecular-dynamics
uf3/uf3,uf3,uf3,https://github.com/uf3/uf3,UF3: a python library for generating ultra-fast interatomic potentials,,Python,force-fields; interatomic-potentials; machine-learning; materials-science; molecular-dynamics,73,31,Apache-2.0,False,2021-10-01,2026-02-26,molecular-dynamics
elcorto/pwtools,elcorto,pwtools,https://github.com/elcorto/pwtools,"pwtools is a Python package for pre- and postprocessing of atomistic calculations, mostly targeted to Quantum Espresso, CPMD, CP2K and LAMMPS. It is almost, but not quite, entirely unlike ASE, with some tools extending numpy/scipy. It has a set of powerful parsers and data types for storing calculation data.",https://elcorto.github.io/pwtools,Python,ase; cp2k; cpmd; kernel-regression; kernel-ridge-regression; lammps; molecular-dynamics; multivariate-regression,73,17,BSD-3-Clause,False,2016-02-05,2026-09-12,molecular-dynamics
DrugBud-Suite/CADD_Vault,DrugBud-Suite,CADD_Vault,https://github.com/DrugBud-Suite/CADD_Vault,,https://drugbud-suite.github.io/CADD_Vault/,HTML,cheminformatics; chemistry; chemoinformatics; compchem; computational-biology; computational-chemistry; computational-physics; drug-design,72,8,CC-BY-4.0,False,2024-03-05,2025-03-16,cheminformatics; computational-chemistry; drug-design; drug-discovery; drug-repurposing; molecular-dynamics; molecular-modeling; virtual-screening
zetayue/MXMNet,zetayue,MXMNet,https://github.com/zetayue/MXMNet,"Source code for ""Molecular Mechanics-Driven Graph Neural Network with Multiplex Graph for Molecular Structures"" (NeurIPS 2020 Workshop)",,Python,computational-biology; deep-learning; drug-discovery; geometric-deep-learning; graph-neural-networks; machine-learning,72,16,MIT,False,2020-11-20,2023-11-15,drug-discovery
wlsong/PyLipID,wlsong,PyLipID,https://github.com/wlsong/PyLipID,A python toolkit for analysing membrane protein-lipid interactions.,https://pylipid.readthedocs.io,Python,binding-sites; koff; lipid-interactions; molecular-modeling,72,35,MIT,False,2019-10-24,2026-03-30,molecular-modeling
Merck/matcher,Merck,matcher,https://github.com/Merck/matcher,"Matcher is a tool for understanding how chemical structure optimization problems have been solved. Matcher enables deep control over searching structure/activity relationships (SAR) derived from large datasets, and takes the form of an accessible web application with simple deployment. Matcher is built around the mmpdb platform.",,Python,chemistry; docker-compose; drug-discovery; search-algorithm; search-engine; web-application,71,12,MIT,False,2022-08-19,2026-09-11,drug-discovery
aksub99/molecular-vae,aksub99,molecular-vae,https://github.com/aksub99/molecular-vae,"Pytorch implementation of the paper ""Automatic Chemical Design Using a Data-Driven Continuous Representation of Molecules""",,Jupyter Notebook,cheminformatics; chemistry; deep-learning; drug-discovery; jupyter-notebook; machine-learning; materials-informatics; materials-science,71,15,MIT,False,2019-05-19,2021-03-31,cheminformatics; drug-discovery
Steinbeck-Lab/cheminformatics-microservice,Steinbeck-Lab,cheminformatics-microservice,https://github.com/Steinbeck-Lab/cheminformatics-microservice,This set of essential and valuable microservices is designed to be accessed via API calls to support cheminformatics.,https://app.naturalproducts.net,Python,cheminformatics; chemistry; chemistry-development-kit; docker; microservices-architecture; openbabel; rdkit; reactjs,71,10,MIT,False,2023-02-28,2026-09-13,cheminformatics
maxscheurer/pycontact,maxscheurer,pycontact,https://github.com/maxscheurer/pycontact,Analysis of non-covalent interactions in MD trajectories,https://pycontact.github.io/,Python,analysis; biochemistry; bioinformatics; biophysics; chemistry; computational-biology; dynamics; interactions,71,13,GPL-3.0,False,2016-04-15,2025-01-03,molecular-dynamics
immortal71/openoncology,immortal71,openoncology,https://github.com/immortal71/openoncology,"Open-source precision oncology platform that ranks FDA-approved and repurposing drug candidates from a patient's variant profile using OncoKB, AlphaMissense, OpenTargets and ChEMBL evidence. Blinded 50-case oncologist holdout: Hit@3 0.900, zero false positives.",,Python,bioinformatics; cancer-research; computational-biology; drug-repurposing; fastapi; genomics; machine-learning; open-science,70,16,MIT,False,2026-03-20,2026-09-16,drug-repurposing
snurr-group/mofid,snurr-group,mofid,https://github.com/snurr-group/mofid,A system for rapid identification and analysis of metal-organic frameworks,https://snurr-group.github.io/mofid/,C++,cheminformatics; metal-organic-frameworks; mofs,70,28,GPL-2.0,False,2018-12-11,2025-12-07,cheminformatics
SMTG-Bham/surfaxe,SMTG-Bham,surfaxe,https://github.com/SMTG-Bham/surfaxe,Dealing with slabs for first principles calculations of surfaces,https://surfaxe.readthedocs.io,Jupyter Notebook,computational-chemistry; materials; pymatgen; python3; science; surfaces; vasp,70,14,MIT,False,2020-06-22,2023-09-17,computational-chemistry
pyscal/pyscal,pyscal,pyscal,https://github.com/pyscal/pyscal,Python library written in C++ for calculation of local atomic structural environment,https://pyscal.org,C++,bond-order-parameters; lammps; molecular-dynamics; nucleation; order-parameters; solid-state-physics; steinhardt; steinhardt-bond-order-parameters,70,16,BSD-3-Clause,False,2018-08-01,2026-04-30,molecular-dynamics
NQCD/NQCDynamics.jl,NQCD,NQCDynamics.jl,https://github.com/NQCD/NQCDynamics.jl,Fast and flexible nonadiabatic molecular dynamics in Julia!,https://nqcd.github.io/NQCDynamics.jl/stable,Julia,molecular-dynamics; monte-carlo; nonadiabatic; physics-simulation; quantum-classical; semi-classical,70,8,MIT,False,2020-11-25,2026-09-01,molecular-dynamics
jag1g13/pycgtool,jag1g13,pycgtool,https://github.com/jag1g13/pycgtool,Generate coarse-grained molecular dynamics models from atomistic trajectories.,,Python,coarse-grained-molecular-dynamics; computational-chemistry; gromacs; molecular-dynamics; python; science,69,15,GPL-3.0,False,2016-02-16,2026-08-02,computational-chemistry; molecular-dynamics
ChiCheng45/Gaussium,ChiCheng45,Gaussium,https://github.com/ChiCheng45/Gaussium,"A Quantum Chemistry program written in Python 3 supporting RHF, UHF, TDHF, CIS, MP2, DFT, CCSD and CCSD(T) methods.",,Python,chemistry; computational-chemistry; electronic-structure; quantum-chemistry,69,22,,False,2015-09-14,2021-05-18,computational-chemistry
SMTG-Bham/easyunfold,SMTG-Bham,easyunfold,https://github.com/SMTG-Bham/easyunfold,Band structure unfolding made easy!,https://smtg-bham.github.io/easyunfold/,Python,ab-initio; band-structure-unfolding; computational-chemistry; computational-materials-science; defects; dft; disorder; electronic-structure,68,17,MIT,False,2022-02-20,2026-07-06,computational-chemistry
aromanro/HartreeFock,aromanro,HartreeFock,https://github.com/aromanro/HartreeFock,"A program implementing the Hartree–Fock (also post-HF: MP2, CCSD(T), CIS and TDHF/RPA)/self-consistent field method (also DIIS) with Gaussian orbitals",https://compphys.go.ro/the-hartree-fock-program/,C++,atom; computational-chemistry; computational-physics; eigen; gaussian; gdi-plus; hartree-fock; mfc,68,19,GPL-3.0,False,2016-09-18,2026-09-09,computational-chemistry
qcscine/chemoton,qcscine,chemoton,https://github.com/qcscine/chemoton,,https://scine.ethz.ch,Python,chemistry; computational-chemistry; quantum-chemistry,67,7,BSD-3-Clause,False,2022-01-20,2025-10-09,computational-chemistry
aromanro/PythonCompphys,aromanro,PythonCompphys,https://github.com/aromanro/PythonCompphys,Some python workbooks with various topics from Computational Physics,,Jupyter Notebook,carr-parrinello; computational-chemistry; computational-physics; computational-science; density-functional-theory; hartree-fock; hartree-fock-methods; jupyter-notebook,67,12,GPL-3.0,False,2020-03-20,2023-03-07,computational-chemistry
votca/votca,votca,votca,https://github.com/votca/votca,The source of the votca-csg and xtp packages,https://www.votca.org,C++,charge-transport; coarse-grained-molecular-dynamics; coarse-graining; excited-states; gromacs; gw-bse; molecular-dynamics; multiscale-simulation,67,33,Apache-2.0,False,2016-11-28,2026-09-11,molecular-dynamics
aromanro/SolarSystem,aromanro,SolarSystem,https://github.com/aromanro/SolarSystem,"A solar system simulator with Verlet, using OpenGL for displaying.",https://compphys.go.ro/newtonian-gravity/,C++,3d; 3d-graphics; computational-physics; glm; gravitation; lightning; mfc; molecular-dynamics,67,18,GPL-3.0,False,2016-05-18,2025-12-29,molecular-dynamics
RaulPPelaez/UAMMD,RaulPPelaez,UAMMD,https://github.com/RaulPPelaez/UAMMD,"A CUDA project for Molecular Dynamics, Brownian Dynamics, Hydrodynamics... intended to simulate a very generic system constructing a simulation with modules.",,Cuda,cuda; cuda-molecular-dynamics; hydrodynamics; molecular-dynamics,67,20,GPL-3.0,False,2016-05-25,2026-04-30,molecular-dynamics
AlterLab-IEU/AlterLab-Academic-Skills,AlterLab-IEU,AlterLab-Academic-Skills,https://github.com/AlterLab-IEU/AlterLab-Academic-Skills,"239 evaluated academic Claude/agent skills across 17 research domains (bioinformatics, data science, clinical, social-science methods, Turkish academia & more). Executable eval per skill, deterministic citation verifier, research→write→review→publish pipeline, and a skill-finder front door. Claude Code, Cursor, Codex, Gemini CLI & Copilot.",https://alterlab-ieu.github.io/AlterLab-Academic-Skills/,Python,academic-research; agent-skills; anthropic; bioinformatics; cheminformatics; citation; claude; claude-code,66,13,MIT,False,2026-03-16,2026-09-04,cheminformatics
lipelopesoliveira/pyCOFBuilder,lipelopesoliveira,pyCOFBuilder,https://github.com/lipelopesoliveira/pyCOFBuilder,"A package for Covalent Organic Frameworks structure assembly based on specific building block, topology and functional groups based on the reticular approach",https://lipelopesoliveira.github.io/pyCOFBuilder/,Python,computational-chemistry; covalent-organic-frameworks; machine-learning; materials-design; materials-informatics; materials-science; reticular-chemistry,66,7,MIT,False,2021-05-30,2026-08-11,computational-chemistry
shirtsgroup/physical_validation,shirtsgroup,physical_validation,https://github.com/shirtsgroup/physical_validation,Physical validation of molecular simulations,https://physical-validation.readthedocs.io,Python,molecular-dynamics; molecular-mechanics; molecular-simulation; physical-validation; python,66,22,MIT,False,2017-05-08,2026-07-06,molecular-dynamics
mqcomplab/iSIM,mqcomplab,iSIM,https://github.com/mqcomplab/iSIM,Module containing scripts to perform multiple comparison simultaneously and getting the exact same value as the average pairwise comparisons of molecules represented by binary fingerprints or real number descriptors.,,Python,chemical-space; cheminformatics; clustering; drug-design; sampling; similarity; similarity-search,65,15,MIT,False,2023-11-16,2025-11-12,cheminformatics; drug-design
